text,ref,translated,source_zip_file,similarity_score,language_pair,source_lang,target_lang,model,file_path,similarity_score_pct,Unnamed: 2,Unnamed: 3
"Kplɔla siwo tso Nadowli-Kaleo Nutome, Bulisa, Jirapa Dudzikpɔha, kple Talensi Nutome ƒo ƒu lɔ̃ be yewoawɔ dɔ abe ƒuƒoƒo ene.","The leaders from Nadowli-Kaleo District, Bulisa, Jirapa Municipal Assembly, and Talensi District together agreed to work as a team.","Representatives from Nadowli-Kaleo District, Bulisa, Jirapa Municipality, and Talensi District expressed interest in working as nurses.",run_1,0.4677734375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,46.77734375,,
Coronavirus dɔvɔ̃a gblẽ nu le dukɔ bliboa ŋu vevie eye dukɔ bliboa awɔ aʋa kple coronavirus dɔvɔ̃a le míaƒe dua me.,The whole country is highly affected by the coronavirus pandemic and there will be a national fight against the coronavirus pandemic in our town.,The coronavirus pandemic has severely affected many countries and many countries are fighting against the coronavirus pandemic in our cities.,run_1,0.83056640625,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,83.056640625,,
"Ŋutsuawo nedzi hadzidzi, Eye nyɔnuwo nenɔ ɣe ɖum.","Let the men do the singing, and the women do the dancing.","Men eat outside, while women stay at home.",run_1,0.182373046875,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,18.2373046875,,
Anyigba ŋuti nyaʋiʋliawo na amewo bu amewo ƒe agbe kple nunɔamesiwo le Agona Swedru,The land disputes resulted in loss of lives and properties in Agona Swedru,Children's rights activists and individuals lose lives and livelihoods in Agona Swedru,run_1,0.6318359375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,63.18359375,,
Nkyinkyim nye nyakpakpa aɖe si le Fantetɔwo ƒe ŋutinyawo me si le abe nuwɔwɔ si ƒe nɔnɔme le abe zigzag ene. Woxɔe se be ekpɔa teƒe kɔkɔewo ta eye be ekpɔa ame ta le gbɔgbɔ me.,"Nkyinkyim is a mythical creature in Fante folklore that takes the form of a twisted, zigzag-shaped creature. It is believed to guard sacred places and is associated with spiritual protection.",Nkyinkyim is a symbol found among the Fante people's proverbs which has a nature like a zigzag pattern. It is taken to mean that it looks at different directions and that it looks after people in general.,run_1,0.87451171875,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,87.451171875,,
"Vevienyenye aɖewoe nye, ekpena ɖe mía ŋu míenya alesi xexeame le zɔzɔm, ekpena ɖe mía ŋu míeɖoa dze kple dukɔ vovovowo, enaa míekpɔa dzidzɔ kple bubuawo.","some of the importance are, it helps us to know how the world is moving, it helps us to communicate with different peoples, makes us happy and so on.","These are just a few examples, they help us understand how the world is changing, they help us connect with different countries and cultures, they will help us find happiness and other things.",run_1,0.7822265625,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,78.22265625,,
Dziɖuɖudɔwɔlawo ƒe Habɔbɔ gblɔ le kpekpe aɖe si wowɔ tsɔ dzro fetu dzi ɖeɖe kpɔtɔ ƒe aɖaŋuɖoɖoa me be yewole te sesĩe.,The Association of Government Workers stated at a meeting held to discuss the salary increment proposal that they firmly stand their ground.,The Association of Journalists said in a statement issued to directly address the issue of press freedom that they stand firmly.,run_1,0.4638671875,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,46.38671875,,
Nutomea ƒe ŋgɔnɔla xɔ dzɔla yeye ɖe dɔ me le asi me.,The district leader has employed a new watchman in the market.,The farmer received a new tool for work in his hand.,run_1,0.329833984375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,32.9833984375,,
Ele be míana xɔseha siwo le nutoa me nakpɔ gome le sɔhɛwo ƒe gbɔdɔdɔ ŋuti nufiafia me.,We should involve the local faith communities to educate the youth about sex education.,The children who are in the house should look under the beds during the search for the documents.,run_1,0.282958984375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,28.2958984375,,
"Azɔ hã, ele tsi ɖevia, dzraa eŋu ɖo eye wònɔa fofoa ƒe ƒometɔwo lalam.","Also, she baths the child, dressed and wait for the family of the father.","Even a stream, when it is small, straightens itself up and follows the path of its ancestors.",run_1,0.162353515625,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,16.2353515625,,
Woadzro dɔléle sia ƒe afɔkuwo me eye woakpɔ egbɔe.,The dangers of this disease will be assessed and remedies will be provided.,They will be registered in the records of this important work and they will see its result.,run_1,0.197265625,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,19.7265625,,
Nu gbegblẽ wɔwɔ dometɔ ɖekae nye ale si amewo wɔa nu vlo wɔwɔ le míaƒe hatsotsowo me tɔwo nye be womehea nu gbegblẽ vɛ o.,One of the causes of crime in our communities is poor upbringing.,One of the main reasons why people do wrong things in our communities is that they are not held accountable for their wrongdoings.,run_1,0.493408203125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,49.3408203125,,
Kɔnu sia bia be woatsɔ anyi dzĩ (Akpade) atre ʋɔtru eve siwo le eƒe axawo dzi le Fiɖa si nye Twins Yam Ŋkekenyui dzi.,This rite involves plastering two side doors with red clay (Akpade) on the Friday of the Twins Yam Festival.,This king requested that he be taken down (Akpade) to cast two votes which are on his behalf on the Friday which is Twins Yam Festival day.,run_1,0.50732421875,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,50.732421875,,
Nublanuinya aɖe dzɔ ɖe nyɔnu aɖe si xɔ ƒe wuiatɔ̃ (15) dzi le Konongo le Ashanti nutoa me.,A sad thing has happened to a lady of the age fifteen (15) in Konongo in the Ashanti region.,A certain young man went to a woman who was celebrating her fifteenth (15) birthday in Konongo in the Ashanti region.,run_1,0.6416015625,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,64.16015625,,
Ele be woanɔ dɔnɔ siwo le nɔnɔme sesẽ aɖe me la ƒe nɔnɔme nyuitɔ me nanɔ nɔvi siwo le kɔdzi.,Patients in a critical state should be given priority in the hospital.,So that those who are in a certain difficult situation may be in a better situation than those who are outside.,run_1,0.283935546875,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,28.3935546875,,
Katoliko-ha la ana asigɛ nunɔlawo le Ebola dɔvɔ̃a dome.,The catholic church will provide gloves to the priests amidst the Ebola outbreak.,The Catholic Church is also helping victims in the Ebola outbreak.,run_1,0.70361328125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,70.361328125,,
"Ne ƒomea me tɔ bubu yi anyigbaa dzi la, esia ana woanya be ame aɖe va afima xoxo.","When another family member goes to the land, this will communicate to them that someone has already been there.","When the new pot is placed on the ground, this will show that someone has come to the old place.",run_1,0.56689453125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,56.689453125,,
"Ghanatɔ asitsala si xɔ ƒe 43 si le UK, Enerst Kwaku Kobeah, na wonya eƒe tameɖoɖo le NDC ƒe aflaga ƒe hoʋiʋli ŋu.","Ghanaian business man aged 43 who lives in UK, Enerst Kwaku Kobeah, has made his intentions about contesting for the NDC flagbeareship known.","A Ghanaian asylum seeker who has been in the UK for 43 years, Ernest Kwaku Kobeah, will have his case heard at the NDC's flag bearer election.",run_1,0.56494140625,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,56.494140625,,
"Wona tsyɔ̃evi alafa ɖeka blaatɔ̃ susɔeawo le nutoa me, eye woawo hã xɔ sukudɔwɔnuwo kple sukunudidiwo.",One hundred fifty orphans have been given scholarships in the district and they also received scholastic materials and school requirements.,Those thirty-one patients in the ward will also receive treatments and medications.,run_1,0.306396484375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,30.6396484375,,
Woaɖo ŋku ame siwo le ŋutinya me la dzi le woƒe  akpa si wowɔ na dukɔa ta.,The historicals will be remembered for their contributions towards the country.,They turned their eyes on those who are in authority because of the sacrifice they made for the nation.,run_1,0.357177734375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,35.7177734375,,
Ðewohĩ ƒe sia ƒe azãɖuɣi madzɔ dzi na ame abe alesi wònɔna ɖaa ene o elabena wode se ɖe dutoƒo kpekpewo nu,This year's festive season may not be as exciting as usual since public gatherings have been banned,This year's festive season will be different for people as it used to be because they have been affected by the high cost of living,run_1,0.5791015625,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,57.91015625,,
"De ŋugble le nu nyui siwo dzɔ le wò agbe me ŋu, eye nàkpɔ dzidzɔ.","Think a lot about the good things that have happened in your life, and be happy.","Count the good things that have happened in your life, and you will find joy.",run_1,0.673828125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,67.3828125,,
Ŋutsuwo kple nyɔnuwo kple hadomeŋgɔyiyi ƒe dziɖuɖumegã tsãtɔ bu si na be hadomeɖoɖoa do kpo nu.,The former minister of gender and social development disappeared which made the partnership fail.,The male and female grand prize winners of the endurance competition received a trophy that symbolized that the endurance race had come to an end.,run_1,0.08831787109375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,8.831787109375,,
"Ame sia ame, ame tsitsi alo ɖevi ate ŋu aɖu abɔbɔwo.","Snails can be eaten by anyone, adult or child.","Each person, an elderly person or a child can eat porridge.",run_1,0.2783203125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,27.83203125,,
"Kpovitɔwo ɖe gbeƒãe le radiodɔwɔƒewo be amewo nade dzesi ame kukua, esi wole numekuku wɔm be yewoakpɔ nyi siwo wofi siwo dziɖuɖua na la.","The police announced on radio stations for people to identify the body, as they carry out investigations to recover the stolen cattle provided by the government.","Authorities at radio stations have called on people to report suspicious deaths, as they are conducting investigations to identify those responsible for the cannibalism.",run_1,0.61279296875,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,61.279296875,,
Wo dometɔ ɖeka ate ŋu awɔ nu vevii eye wòakpɔtɔ anye ame bubuwo tɔ.,One can be disabled and still live a normal life like others.,One person can do something great and it will be seen as belonging to others.,run_1,0.303466796875,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,30.3466796875,,
Wodzroa dɔwɔla nyui aɖe le ale si wòtea ŋu wɔa dɔe ta.,A good worker is evaluated on the basis of his or her performance.,A good worker is recognized by the way they do their work.,run_1,0.79541015625,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,79.541015625,,
"Twigbe gbãtɔ si woŋlɔe nye Akuapem Twi, eye eyae nye gbe gbãtɔ si me woŋlɔ Ŋɔŋlɔ Kɔkɔeawo le Twi me.","The first written language of Twi was Akuapem Twi, and it was the first language in which the Holy Scriptures were written in Twi.","The first language in which it was written is Akuapem Twi, and it is also the first language in which the Bible was written in Twi.",run_1,0.90380859375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,90.380859375,,
Ame etɔ̃ bu woƒe luʋɔ le afɔku gã aɖe si dzɔ le Sunyani Techiman mɔ dzi me.,Three people have lost their souls in a fatal accident which occurred at the Sunyani Techiman road.,A car fell into a big ditch somewhere along the Sunyani Techiman road.,run_1,0.4130859375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,41.30859375,,
Ele be nutome gã dziɖuɖumegãwo naɖe asi le woƒe masɔmasɔwo ŋu eye woawɔ dɔ le mɔawo dzi.,The district officials should put their differences aside and work on the roads.,Let the great leaders of the country take hold of their responsibilities and work on the roads.,run_1,0.662109375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,66.2109375,,
"Nye nyinɔwo ƒe akpa gãtɔ dzea dɔ, Woléa ŋku ɖe woƒe lãmesẽ kple woƒe lãmesẽ ŋu.","Most of my cows are diseased, posing a challenge for their proper care and well-being.","When the great day of their ancestors arrived, They focused on their tradition and their tradition.",run_1,0.0107879638671875,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,1.07879638671875,,
Fififi ƒe seselelãme nɔa esi ale gbegbe be eɖua nu ɖe ​​eme be yeawu fififi la ŋutɔ nu.,He gets a feeling of theft so great that he eats into it to complete the theft itself.,The feeling of boredom exists in such a way that it feeds into itself so that boredom itself will overcome boredom.,run_1,0.2169189453125,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,21.69189453125,,
"Tsã la, dziɖuɖua ɖo aʋawɔnu gbogbo aɖewo be woaɖe Polio ɖa le Ghana.",Previously the government organized mass immunization to eliminate Polio from Ghana.,"Recently, health authorities have warned everyone that Polio has returned to Ghana.",run_1,0.70947265625,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,70.947265625,,
Viɖe kawoe do tso dekɔnu sia me?,What were the benefits of this culture?,Where did these children come from?,run_1,0.2279052734375,ewe-eng,ewe,eng,claude-sonnet-4-6,output_combined/ewe-eng/ewe-eng_claude-sonnet-4-6.csv,22.79052734375,,
Ame kukua ƒe ƒometɔwo ate ŋu atso nya me le afisi woaɖi woƒe lɔlɔ̃tɔa le ŋu.,The deceased's relatives can decide where to bury their loved one.,The bereaved family can find solace where they will lay their loved one to rest.,run_1,0.75048828125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,75.048828125,,
"Woade se ɖe V8/V6 tɔdziʋuwo alo tɔdziʋu ɖesiaɖe si ƒe gbeɖiɖi sɔ kple esia hehe nu, negbe mɔzɔzɔ yi kɔƒenutowo me ko.","Towing of the V8/V6 vessels or any vessel of similar tone will be prohibited, except for trips to rural areas.","They are designed for V8/V6 engines or any engine whose noise level is equivalent to this, but only for trips to funeral grounds.",run_1,0.34814453125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,34.814453125,,
Esesẽna ŋutɔ be ame siwo ƒoa wo ɖokuiwo ɖe teƒe vovovowo la nawɔ nu aduadu.,It's quite hard to mix with people of different cultural beriefs.,It was specifically said that those who beat themselves at various places should eat food.,run_1,0.0031261444091796,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,0.31261444091796,,
Edze be na xe adzɔga nenye be ne le asi tsam le anyigba sɔe aɖe dzi.,"You have the power to change the undesirable things around you, emphasizing personal agency and empowerment.",It is necessary that the market should be in the process of being established on a certain piece of land.,run_1,0.116455078125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,11.6455078125,,
"Nu siwo wozãna tsɔ ƒoa asa na asrãdɔ nye atikewo, mu ɖaɖe nuwo ɖa kple ale si womate ŋu aƒo asa na nuɖuɖu o.","Methods used to prevent malaria include medications, mosquito elimination and the prevention of bites.","The things used to fight disease are medicines, injections, and ways in which food cannot be used to fight it.",run_1,0.485107421875,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,48.5107421875,,
"Nyɔnuvi dzetugbee wònye, gake ate ŋu aƒo nu kplii, gake melɔ̃ ɖe edzi kura o, togbɔ be ɖevia vivina hã la, eléa ɖoɖo ɖe edzi ɣesiaɣi, eye taɖua megahea ta na dzila aɖeke vɛ o.","She is a beautiful girl, but she is just too much trouble. She can talk, she can argue, but she never agrees. Her brother however is a sweet boy. He is always calm, and never causes his parents any headaches.","She is a very beautiful young woman, and she can stand firm, but I don't love her at all, even though the child is also lovely, she is always well-composed, and her behavior would not bring shame to any parent.",run_1,0.58154296875,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,58.154296875,,
Dunyahela ate ŋu anɔ dunyaheha ɖesiaɖe me faa.,A politician is free to belong to any political party.,A world citizen can live comfortably in any country.,run_1,0.38916015625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,38.916015625,,
poliswo le dɔ wɔm kple bɔswo dzi kpɔlawo be yewoakpɔ egbɔ ɣeyiɣi didi aɖe.,Police are working with bus managers to find a long term solution.,police are working with boat supervisors to find a long-lasting solution.,run_1,0.7587890625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,75.87890625,,
Dukɔmevi akpa gãtɔ xɔ edzi se be ate ŋu awɔe eye wòawɔe geɖe wu.,Most of the citizens believe in him that he can do it and do it more.,The majority of citizens strongly believe they can do it and will do even more.,run_1,0.5654296875,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,56.54296875,,
Asitsalawo adzɔ ga na bɔlƒoƒea tutu.,The business community will contribute funds for the construction of the stadium.,The traders contributed money for the demolition of the market.,run_1,0.2191162109375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,21.91162109375,,
Kpekpe aɖe nɔ anyi ku ɖe motsyɔnu si woama na sitsoƒedilaawo ŋu.,There was a meeting about the face mask distribution to the refugees.,There is some controversy over the compensation given to the displaced persons.,run_1,0.451171875,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,45.1171875,,
"Enɔ ɖevi si gbɔ wòtso, eye wònɔ kɔƒea me, le ŋuve me kple ƒu si te ɖe ƒu la ŋu.","He lived a carefree childhood, spent in the village, in the bush, and on the nearby sea.","It stayed with the child it came from, and it stayed in the throat, in the chest with pain that was attached to the body.",run_1,0.1124267578125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,11.24267578125,,
Eyae nye agbanɔamedzi be dziɖuɖua nakpɔ egbɔ be atike vɔ̃ɖiwo li le kɔdzi.,It's the government's responsibility to make sure there are drugs in hospitals.,It is important for the patient to see a doctor so that appropriate medications are available.,run_1,0.47509765625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,47.509765625,,
"Kpɔ nyuie, tsɔ aʋawɔnu vɔ̃ɖiwo kpe ɖe fiafitɔwo ŋu.","Be careful, thieves carry dangerous weapons along with them.","Look carefully, add dangerous weapons to the warriors.",run_1,0.31689453125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,31.689453125,,
Mele be nàƒo nu le telefon dzi esime nèle ʋu kum o elabena wolée le esi wòku ʋu ŋumaɖɔɖotɔe ta.,You should not talk on the phone while driving as He was arrested for driving recklessly.,I don't want you to talk on the phone while you are driving because you will be fined for distracted driving.,run_1,0.65576171875,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,65.576171875,,
"Alesi atiglinyia ƒe ŋutigbalẽ sɔe nye be wòaɖe nyɔnuvi ƒewuivi si le sɔhɛmenɔɣi ƒe kɔnuwo me tom afia be, abe alesi lãa sesẽ ene la, nenemae wòle be wòasẽ ŋu nenema ke le agbe me.","The relevance of the elephant skin is to show the teenage girl going through the puberty rites that, just as the meat is hard, that's how strong she should equally be in life.","The meaning of the butterfly's struggle is that the young girl who is in the cocoon stage must show that, just as the animal is strong, so must she be strong in life.",run_1,0.410888671875,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,41.0888671875,,
"Esia fia kɔte be, Fianyɔnua ƒe dɔe wònye be wòatia amesi dze tso fiaƒomea me","This clearly signify, it is the role of the Queenmother to select the qualify candidate from the royal family",This shows clearly that the role of the Queen Mother is to install whoever is selected from the royal family,run_1,0.84033203125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,84.033203125,,
"Ŋutifafa, ɖoɖowɔwɔ kple dedienɔnɔ ƒe gbedeasi ye sinimaa la nɔ gbeƒã ɖem.","The film was preaching the word of peace, order and stability.","The film advocates for peace, patience and perseverance.",run_1,0.76025390625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,76.025390625,,
Ame geɖewo xɔ tso lãmeka falɛfalɛa me le esi wokpɔe be lãmesẽnyawo le míaƒe lãmesẽnyawo ŋu,A good number of people have recovered from the coronavirus proving that we have a strong health sector,Some people recovered from the mild illness when it was observed that the symptoms were similar to our symptoms,run_1,0.39501953125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,39.501953125,,
Nuɖuɖu deŋgɔwo le abe amegbetɔwo ƒe agbe me.,Beans contain a high food value for human life.,Food preferences are part of human life.,run_1,0.35205078125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,35.205078125,,
Nyɔnu aɖewo yia ŋgɔ wu ɣleti asieke siwo wofɔ fufɔfɔ ɖo la dometɔ aɖewo.,Some women go beyond or below the supposed nine months of their pregnancy.,Some women go beyond the eighth month that some of those who give birth prematurely deliver.,run_1,0.8359375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,83.59375,,
"Eɖe srɔ̃ esime wòxɔ ƒe wuienyi eye eya hã nɔ dɔ wɔm le ketekedzeƒea, eye esi wòxɔ ƒe wuiasieke la, edzi nyɔnuvi.","He married at the age of eighteen also working at the railway station, at the age of nineteen he had a daughter.","She got married when she was nineteen and she too was working at the factory, and when she was twenty-seven, she gave birth to a girl.",run_1,0.654296875,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,65.4296875,,
"Enye nunyala, eye wòtea ŋu wɔa nu ɖe dukɔ sia ƒe kplɔla ŋu.",She is a wise and capable leader for this country.,"He is knowledgeable, and he constantly acts against the leader of this nation.",run_1,0.398681640625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,39.8681640625,,
Ekpena ɖe amegbetɔ ƒe susu ƒe dɔwɔwɔ nyuie ŋu,It helps in the efficiency of the human mind,It affects the proper functioning of the human mind,run_1,0.724609375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,72.4609375,,
"Le ƒe 2020 me la, wowɔ numekuku le sukudede kple sukudede ŋu le Ghana afisia. When the investigation ended, some of the things that came to light are as follows.","In 2020, a survey of schooling and education was conducted here in Ghana. When the investigation ended, some of the things that came to light are as follows.","In the year 2020, a research was conducted on education and schooling in Ghana here. When the investigation ended, some of the things that came to light are as follows.",run_1,0.9599609375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,95.99609375,,
Míate ŋu aƒo nya ta tso esia me be ame ɖesiaɖe ƒe ɣeyiɣi si wòtsɔna kpɔa dzidzedze la le etɔxɛ.,We can infer from this that each person's time to success is unique.,We can conclude from this that the time each person takes to reach orgasm is different.,run_1,0.468505859375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,46.8505859375,,
"Nyateƒee, kɔnu kple akpa siawo katã ɖe Fianyɔnu Dada ƒe vevienyenye kple vevienyenye fia le Akantɔwo ƒe dekɔnuwo kple hadomegbenɔnɔ me. Ẽ, le Akantɔwo ƒe hadomegbenɔnɔ me la, Fianyɔnu vidada geɖewo ɖu fia kpe ɖe Fiawo ŋu.","Indeed, all these customs and roles signify the importance and relevance of the Queenmother in Akans' culture and society. Yes, in the Akan society, many Queenmothers have reigned alongside Kings.","Indeed, all these ornaments and accessories reflect the Queen Mother's importance and significance in Akan traditions and society. Yes, in Akan society, several Queen Mothers ruled alongside Kings.",run_1,0.82275390625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,82.275390625,,
Sɔhɛ siawo ƒe gãtɔ le atike vɔ̃ɖi zazã me.,Majority of the youth are involved in drug abuse.,The greatest of these challenges is in the use of hard drugs.,run_1,0.455078125,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,45.5078125,,
"Azɔ hã, aɖuɖɔɖɔɖɔ kple lũhɛ kpena ɖe ame ŋu wòɖea aɖi ɖesiaɖe ɖa le ŋutilãa me.","Also, rubbing the gums with a razor helps to remove any toxins from the body.","Also, frequent urination and thirst are among the symptoms that appear in the body of anyone who has diabetes.",run_1,0.041595458984375,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,4.1595458984375,,
"Ŋkeke kɔkɔe siawo dzɔna le Kwasiɖagbe, Dzoɖa, Braɖa, Kuda, Fiɖa kple Memleɖagbe.","These sacred days occurs on Sunday, Monday, Tuesday, Wednesday, Friday and Saturday.","These red days (holidays/special days) occur on Sunday, Monday, Tuesday, Wednesday, Friday, and Saturday.",run_1,0.685546875,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,68.5546875,,
"Esi wònɔ nu ƒom le Kwame Nkrumah Dzɔdzɔmeŋutinunya kple Mɔ̃ɖaŋununya Yunivɛsiti (KNUST) le woƒe ƒe 40 xɔxɔ le nusiwo wogbugbɔ zãna me la, ekpɔ be manyo ne wokpɔ nuwɔna sia ƒomevi eye woŋe aɖaba ƒu wo dzi o, ne wokpɔ nusiwo tsi tre ɖe se ŋu.","When he was speaking in the Kwame Nkrumah University of Science and Technology (KNUST) during their 40th anniversary in recycling, he saw that it wouldn't be nice if they see this kind of practices and ignored them, when they see things against the law happening.","When she was a student at the Kwame Nkrumah University of Science and Technology (KNUST) during their 40th anniversary celebrations, she felt it would be good if students were given the opportunity to witness such events and not be restricted, so they could see the things that go beyond the rules.",run_1,0.59228515625,ewe-eng,ewe,eng,claude-opus-4-6,output_combined/ewe-eng/ewe-eng_claude-opus-4-6.csv,59.228515625,,
